symbol,date,adjClose,adjHigh,adjLow,adjOpen,adjVolume,close,divCash,high,low,open,splitFactor,volume
AAPL,2016-08-22 00:00:00+00:00,25.5562588149,25.6952155258,25.4008157146,25.638690762,103280920,108.51,0.0,109.1,107.85,108.86,1.0,25820230
AAPL,2016-08-23 00:00:00+00:00,25.6363355636,25.7470298926,25.5609692119,25.5751004028,85030676,108.85,0.0,109.32,108.53,108.59,1.0,21257669
AAPL,2016-08-24 00:00:00+00:00,25.4432092874,25.6127835787,25.3607773402,25.5692124066,94700324,108.03,0.0,108.75,107.68,108.565,1.0,23675081
AAPL,2016-08-25 00:00:00+00:00,25.3348701568,25.40788131,25.1252574912,25.292476584,100344992,107.57,0.0,107.88,106.68,107.39,1.0,25086248
AAPL,2016-08-26 00:00:00+00:00,25.186492652,25.4243676995,25.0381151471,25.297186981,111065164,106.94,0.0,107.95,106.31,107.41,1.0,27766291
AAPL,2016-08-29 00:00:00+00:00,25.1582302701,25.3042525765,25.0334047501,25.1111263003,99881200,106.82,0.0,107.44,106.29,106.62,1.0,24970300
AAPL,2016-08-30 00:00:00+00:00,24.9651039939,25.0828639184,24.8473440694,24.9180000241,99455780,106.0,0.0,106.5,105.5,105.8,1.0,24863945
AAPL,2016-08-31 00:00:00+00:00,24.9886559788,25.0993267559,24.8803168483,24.8850272453,118649624,106.1,0.0,106.5699,105.64,105.66,1.0,29662406
AAPL,2016-09-01 00:00:00+00:00,25.1370334837,25.1535198731,24.8756064513,24.9980767728,106806092,106.73,0.0,106.8,105.62,106.14,1.0,26701523
AAPL,2016-09-02 00:00:00+00:00,25.3725533327,25.4361436919,25.1582302701,25.3654877372,107209800,107.73,0.0,108.0,106.82,107.7,1.0,26802450
AAPL,2016-09-06 00:00:00+00:00,25.3654877372,25.5067996466,25.3207389659,25.412591707,107521564,107.7,0.0,108.3,107.51,107.9,1.0,26880391
AAPL,2016-09-07 00:00:00+00:00,25.5209308375,25.6151387771,25.2171102323,25.3961053176,169457312,108.36,0.0,108.76,107.07,107.83,1.0,42364328
AAPL,2016-09-08 00:00:00+00:00,24.8520544664,25.2642142021,24.7861089087,25.2595038052,212008104,105.52,0.0,107.27,105.24,107.25,1.0,53002026
AAPL,2016-09-09 00:00:00+00:00,24.2891620273,24.8991584362,24.2891620273,24.6447969993,186227936,103.13,0.0,105.72,103.13,104.64,1.0,46556984
AAPL,2016-09-12 00:00:00+00:00,24.8332128785,24.8991584362,24.1478501179,24.1761124998,181171080,105.44,0.0,105.72,102.53,102.65,1.0,45292770
AAPL,2016-09-13 00:00:00+00:00,25.4243676995,25.6222043726,25.2571486067,25.3207389659,248704760,107.95,0.0,108.79,107.24,107.51,1.0,62176190
AAPL,2016-09-14 00:00:00+00:00,26.3240535226,26.6208085324,25.5774556013,25.6080731817,449361272,111.77,0.0,113.03,108.6,108.73,1.0,112340318
AAPL,2016-09-15 00:00:00+00:00,27.2190289488,27.2567121247,26.7291476629,26.816290007,362452708,115.57,0.0,115.73,113.49,113.86,1.0,90613177
AAPL,2016-09-16 00:00:00+00:00,27.065941047,27.3509200643,26.8586835799,27.1130450168,319547644,114.92,0.0,116.13,114.04,115.12,1.0,79886911
AAPL,2016-09-19 00:00:00+00:00,26.7503444493,27.3626960567,26.6726228992,27.1295314062,188092184,113.58,0.0,116.18,113.25,115.19,1.0,47023046
AAPL,2016-09-20 00:00:00+00:00,26.7479892508,26.8775251678,26.4983382109,26.6255189294,138057076,113.57,0.0,114.12,112.51,113.05,1.0,34514269
AAPL,2016-09-21 00:00:00+00:00,26.7432788539,26.8466720676,26.4820873413,26.8139348086,144012740,113.55,0.0,113.989,112.441,113.85,1.0,36003185
AAPL,2016-09-22 00:00:00+00:00,26.9952850923,27.070651444,26.8492627859,26.9316947331,124295936,114.62,0.0,114.94,114.0,114.35,1.0,31073984
AAPL,2016-09-23 00:00:00+00:00,26.5454421807,27.0353234666,26.2722391559,26.9481811225,209924604,112.71,0.0,114.79,111.55,114.42,1.0,52481151
AAPL,2016-09-26 00:00:00+00:00,26.585480555,26.705595678,26.2722391559,26.2934359423,119477768,112.88,0.0,113.39,111.55,111.64,1.0,29869442
AAPL,2016-09-27 00:00:00+00:00,26.6349397233,26.6561365097,26.4582998366,26.6137429369,98429648,113.09,0.0,113.18,112.34,113.0,1.0,24607412
AAPL,2016-09-28 00:00:00+00:00,26.8374867935,26.9999954893,26.715016472,26.7762516327,118564340,113.95,0.0,114.64,113.43,113.69,1.0,29641085
AAPL,2016-09-29 00:00:00+00:00,26.4206166607,26.8021588161,26.3311191181,26.6514261127,143547960,112.18,0.0,113.8,111.8,113.16,1.0,35886990
AAPL,2016-09-30 00:00:00+00:00,26.6255189294,26.700885281,26.3311191181,26.4865622184,145516424,113.05,0.0,113.37,111.8,112.46,1.0,36379106
AAPL,2016-10-03 00:00:00+00:00,26.5006934094,26.6255189294,26.4441686456,26.5454421807,86807040,112.52,0.0,113.05,112.28,112.71,1.0,21701760
AAPL,2016-10-04 00:00:00+00:00,26.6137429369,26.9222739391,26.5266005928,26.6278741278,118947340,113.0,0.0,114.31,112.63,113.06,1.0,29736835
AAPL,2016-10-05 00:00:00+00:00,26.6255189294,26.7691860372,26.5407317837,26.7079508765,85812356,113.05,0.0,113.66,112.69,113.4,1.0,21453089
AAPL,2016-10-06 00:00:00+00:00,26.8233556025,26.9293395346,26.6443605173,26.7786068312,115117252,113.89,0.0,114.34,113.13,113.7,1.0,28779313
AAPL,2016-10-07 00:00:00+00:00,26.8633939768,26.9811539013,26.7338580599,26.9222739391,97433772,114.06,0.0,114.56,113.51,114.31,1.0,24358443
AAPL,2016-10-10 00:00:00+00:00,27.3320784764,27.4969423707,27.0188370772,27.0894930319,144943824,116.05,0.0,116.75,114.72,115.02,1.0,36235956
AAPL,2016-10-11 00:00:00+00:00,27.3909584386,27.9538508777,27.3674064537,27.7206862272,256164172,116.3,0.0,118.69,116.2,117.7,1.0,64041043
AAPL,2016-10-12 00:00:00+00:00,27.6358990816,27.7866317849,27.4969423707,27.6382542801,150347148,117.34,0.0,117.98,116.75,117.35,1.0,37586787
AAPL,2016-10-13 00:00:00+00:00,27.5511119359,27.6594510665,27.2543569262,27.5063631646,140769624,116.98,0.0,117.44,115.72,116.79,1.0,35192406
AAPL,2016-10-14 00:00:00+00:00,27.7041998378,27.8313805562,27.5864399133,27.7630798,142608764,117.63,0.0,118.17,117.13,117.88,1.0,35652191
AAPL,2016-10-17 00:00:00+00:00,27.6853582499,27.7536590061,27.5040079661,27.6335438831,94499584,117.55,0.0,117.84,116.78,117.33,1.0,23624896
AAPL,2016-10-18 00:00:00+00:00,27.6665166619,27.8408013502,27.661806265,27.8337357547,98213912,117.47,0.0,118.21,117.45,118.18,1.0,24553478
AAPL,2016-10-19 00:00:00+00:00,27.5840847148,27.7348174181,26.8021588161,27.6147022952,80138376,117.12,0.0,117.76,113.8,117.25,1.0,20034594
AAPL,2016-10-20 00:00:00+00:00,27.5699535238,27.6453198755,27.3980240341,27.522849554,96503204,117.06,0.0,117.38,116.33,116.86,1.0,24125801
AAPL,2016-10-21 00:00:00+00:00,27.4616143933,27.5346255465,27.3862480416,27.5110735616,92770660,116.6,0.0,116.91,116.28,116.81,1.0,23192665
AAPL,2016-10-24 00:00:00+00:00,27.7089102348,27.7301070212,27.5558223329,27.5793743178,94154692,117.65,0.0,117.74,117.0,117.1,1.0,23538673
AAPL,2016-10-25 00:00:00+00:00,27.8502221442,27.8761293275,27.6288334861,27.7795661895,192515880,118.25,0.0,118.36,117.31,117.95,1.0,48128970
AAPL,2016-10-26 00:00:00+00:00,27.2237393458,27.2496465292,26.6867540901,26.9222739391,264536876,115.59,0.0,115.7,113.31,114.31,1.0,66134219
AAPL,2016-10-27 00:00:00+00:00,26.9623123134,27.287329705,26.8728147708,27.176635376,138248180,114.48,0.0,115.86,114.1,115.39,1.0,34562045
AAPL,2016-10-28 00:00:00+00:00,26.7833172282,27.1342418032,26.719726869,26.8186452055,151446648,113.72,0.0,115.21,113.45,113.87,1.0,37861662
AAPL,2016-10-31 00:00:00+00:00,26.7409236554,26.9034323512,26.6608469067,26.7668308388,105677592,113.54,0.0,114.23,113.2,113.65,1.0,26419398
AAPL,2016-11-01 00:00:00+00:00,26.2581079649,26.7950932206,26.0320089099,26.7220820674,175303248,111.49,0.0,113.77,110.53,113.46,1.0,43825812
AAPL,2016-11-02 00:00:00+00:00,26.2816599498,26.4606550351,26.1968728042,26.2369111785,113326836,111.59,0.0,112.35,111.23,111.4,1.0,28331709
AAPL,2016-11-03 00:00:00+00:00,26.0013913295,26.3872810488,25.935103525,26.2736448124,107730408,109.83,0.57,111.46,109.55,110.98,1.0,26932602
AAPL,2016-11-04 00:00:00+00:00,25.767016592,26.1008230363,25.5941948159,25.6936265227,123347988,108.84,0.0,110.25,108.11,108.53,1.0,30836997
AAPL,2016-11-07 00:00:00+00:00,26.1387017818,26.1623759977,25.9137967307,26.0605768693,130240000,110.41,0.0,110.51,109.46,110.08,1.0,32560000
AAPL,2016-11-08 00:00:00+00:00,26.2925841852,26.4488340101,25.9706148488,26.1150275659,97016716,111.06,0.0,111.72,109.7,110.31,1.0,24254179
AAPL,2016-11-09 00:00:00+00:00,26.2499705965,26.3541371465,25.5799902864,26.0132284375,236705444,110.88,0.0,111.32,108.05,109.88,1.0,59176361
AAPL,2016-11-10 00:00:00+00:00,25.518437325,26.2996864499,25.0544226933,26.2996864499,228538164,107.79,0.0,111.09,105.83,111.09,1.0,57134541
AAPL,2016-11-11 00:00:00+00:00,25.6699523068,25.7741188568,25.2248770478,25.3124716466,136575592,108.43,0.0,108.87,106.55,106.92,1.0,34143898
AAPL,2016-11-14 00:00:00+00:00,25.0260136342,25.522935426,24.6401239149,25.4071685103,204702016,105.71,0.0,107.809,104.08,107.32,1.0,51175504
AAPL,2016-11-15 00:00:00+00:00,25.3574526569,25.4923956875,25.1323818862,25.229611891,129058040,107.11,0.0,107.68,106.1593,106.57,1.0,32264510
AAPL,2016-11-16 00:00:00+00:00,26.039270075,26.0960881931,25.2367141557,25.2603883717,235362088,109.99,0.0,110.23,106.6,106.7,1.0,58840522
AAPL,2016-11-17 00:00:00+00:00,26.0298003886,26.1244972522,25.7646491704,25.9966564863,110528012,109.95,0.0,110.35,108.83,109.81,1.0,27632003
AAPL,2016-11-18 00:00:00+00:00,26.0558420261,26.1694782624,25.9611451625,25.975349692,113715668,110.06,0.0,110.54,109.66,109.72,1.0,28428917
AAPL,2016-11-21 00:00:00+00:00,26.4512014317,26.5127543931,26.0440049181,26.0700465556,117058284,111.73,0.0,111.99,110.01,110.12,1.0,29264571
AAPL,2016-11-22 00:00:00+00:00,26.4677733829,26.6145535215,26.3730765192,26.5032847067,103862136,111.8,0.0,112.42,111.4,111.95,1.0,25965534
AAPL,2016-11-23 00:00:00+00:00,26.3328303522,26.3991181567,26.119762409,26.3636068329,109705576,111.23,0.0,111.51,110.33,111.36,1.0,27426394
AAPL,2016-11-25 00:00:00+00:00,26.4654059613,26.484345334,26.2665425477,26.3091561363,45903688,111.79,0.0,111.87,110.95,111.13,1.0,11475922
AAPL,2016-11-28 00:00:00+00:00,26.4133226863,26.6252069186,26.3707090976,26.380178784,108775932,111.57,0.0,112.465,111.39,111.43,1.0,27193983
AAPL,2016-11-29 00:00:00+00:00,26.3872810488,26.5222240794,26.0582094477,26.2262963806,114115000,111.46,0.0,112.03,110.07,110.78,1.0,28528750
AAPL,2016-11-30 00:00:00+00:00,26.1647434193,26.5624702465,26.1055578795,26.4109552647,144649032,110.52,0.0,112.2,110.27,111.56,1.0,36162258
AAPL,2016-12-01 00:00:00+00:00,25.9208989954,26.2641751261,25.8119976023,26.1280483846,148347448,109.49,0.0,110.94,109.03,110.365,1.0,37086862
AAPL,2016-12-02 00:00:00+00:00,26.0179632806,26.0629442909,25.7693840136,25.8451415045,106111988,109.9,0.0,110.09,108.85,109.17,1.0,26527997
AAPL,2016-12-05 00:00:00+00:00,25.830936975,26.0487397613,25.6273387182,26.0416374965,137298160,109.11,0.0,110.03,108.25,110.0,1.0,34324540
AAPL,2016-12-06 00:00:00+00:00,26.0298003886,26.1268646738,25.8498763477,25.923266417,104781848,109.95,0.0,110.36,109.19,109.5,1.0,26195462
AAPL,2016-12-07 00:00:00+00:00,26.2854819204,26.3233606658,25.8427740829,25.8664482988,119994876,111.03,0.0,111.19,109.16,109.26,1.0,29998719
AAPL,2016-12-08 00:00:00+00:00,26.5435308738,26.6169209431,26.183682792,26.2452357533,108273264,112.12,0.0,112.43,110.6,110.86,1.0,27068316
AAPL,2016-12-09 00:00:00+00:00,26.9767690248,27.1543256441,26.588511884,26.588511884,137610508,113.95,0.0,114.7,112.31,112.31,1.0,34402627
AAPL,2016-12-12 00:00:00+00:00,26.8228866214,27.2253482918,26.6311254726,26.8205191999,105497508,113.3,0.0,115.0,112.49,113.29,1.0,26374377
AAPL,2016-12-13 00:00:00+00:00,27.2703293021,27.4431510782,26.929420593,26.9507273873,174935244,115.19,0.0,115.92,113.75,113.84,1.0,43733811
AAPL,2016-12-14 00:00:00+00:00,27.2703293021,27.5094388827,27.2206134487,27.2348179782,136127336,115.19,0.0,116.2,114.98,115.04,1.0,34031834
AAPL,2016-12-15 00:00:00+00:00,27.4194768623,27.634912227,27.2797989884,27.3153103123,186098176,115.82,0.0,116.73,115.23,115.38,1.0,46524544
AAPL,2016-12-16 00:00:00+00:00,27.4549881861,27.5804615304,27.3780469844,27.5733592657,177404536,115.97,0.0,116.5,115.645,116.47,1.0,44351134
AAPL,2016-12-19 00:00:00+00:00,27.6136054327,27.7887946304,27.4029049111,27.4147420191,111117692,116.64,0.0,117.38,115.75,115.8,1.0,27779423
AAPL,2016-12-20 00:00:00+00:00,27.686995502,27.8172036895,27.6230751191,27.6372796486,85699860,116.95,0.0,117.5,116.68,116.74,1.0,21424965
AAPL,2016-12-21 00:00:00+00:00,27.7130371395,27.7935294736,27.646749335,27.6514841782,95132660,117.06,0.0,117.4,116.78,116.8,1.0,23783165
AAPL,2016-12-22 00:00:00+00:00,27.530745677,27.582828952,27.3768632736,27.5449502066,104343416,116.29,0.0,116.51,115.64,116.35,1.0,26085854
AAPL,2016-12-23 00:00:00+00:00,27.5851963736,27.5851963736,27.3650261657,27.3650261657,56997936,116.52,0.0,116.52,115.59,115.59,1.0,14249484
AAPL,2016-12-27 00:00:00+00:00,27.7603855713,27.8882263372,27.5780941088,27.5851963736,73187420,117.26,0.0,117.8,116.49,116.52,1.0,18296855
AAPL,2016-12-28 00:00:00+00:00,27.6420144918,27.9395046889,27.5094388827,27.8219385327,83623568,116.76,0.0,118.0166,116.2,117.52,1.0,20905892
AAPL,2016-12-29 00:00:00+00:00,27.634912227,27.7247558764,27.5567873145,27.5686244225,60158076,116.73,0.0,117.1095,116.4,116.45,1.0,15039519
AAPL,2016-12-30 00:00:00+00:00,27.4194768623,27.7461810418,27.3271474202,27.6159728543,122345060,115.82,0.0,117.2,115.43,116.65,1.0,30586265
AAPL,2017-01-03 00:00:00+00:00,27.4976017748,27.5402153634,27.1685301737,27.4147420191,115127460,116.15,0.0,116.33,114.76,115.8,1.0,28781865
AAPL,2017-01-04 00:00:00+00:00,27.4668252941,27.582828952,27.4029049111,27.426579127,84472464,116.02,0.0,116.51,115.75,115.85,1.0,21118116
AAPL,2017-01-05 00:00:00+00:00,27.6065031679,27.6666830248,27.4171094407,27.4431510782,88774348,116.61,0.0,116.8642,115.81,115.92,1.0,22193587
AAPL,2017-01-06 00:00:00+00:00,27.9142679747,27.9734535145,27.5733592657,27.646749335,127007600,117.91,0.0,118.16,116.47,116.78,1.0,31751900
AAPL,2017-01-09 00:00:00+00:00,28.1699495065,28.2741160565,27.9213702395,27.9237376611,134247792,118.99,0.0,119.43,117.94,117.95,1.0,33561948
AAPL,2017-01-10 00:00:00+00:00,28.1983585656,28.2622789485,28.0065974167,28.1178662315,97848204,119.11,0.0,119.38,118.3,118.77,1.0,24462051
AAPL,2017-01-11 00:00:00+00:00,28.3498735474,28.392487136,28.0776200645,28.1107639667,110354372,119.75,0.0,119.93,118.6,118.74,1.0,27588593
AAPL,2017-01-12 00:00:00+00:00,28.2315024678,28.2433395758,27.9852906224,28.1474590014,108344880,119.25,0.0,119.3,118.21,118.895,1.0,27086220
AAPL,2017-01-13 00:00:00+00:00,28.1817866144,28.3190970667,28.1273359179,28.1983585656,104447792,119.04,0.0,119.62,118.81,119.11,1.0,26111948
AAPL,2017-01-17 00:00:00+00:00,28.4090590871,28.4658772053,27.987658044,28.0160671031,137759372,120.0,0.0,120.24,118.22,118.34,1.0,34439843
AAPL,2017-01-18 00:00:00+00:00,28.4066916656,28.5274301667,28.340403861,28.4090590871,94851844,119.99,0.0,120.5,119.71,120.0,1.0,23712961
AAPL,2017-01-19 00:00:00+00:00,28.3569758121,28.4303658815,28.2599115269,28.2670137917,102389164,119.78,0.0,120.09,119.37,119.4,1.0,25597291
AAPL,2017-01-20 00:00:00+00:00,28.4090590871,28.5155930587,28.3462277181,28.5155930587,130391568,120.0,0.0,120.45,119.7346,120.45,1.0,32597892
AAPL,2017-01-23 00:00:00+00:00,28.4279984599,28.600820236,28.3546083906,28.4090590871,88200872,120.08,0.0,120.81,119.77,120.0,1.0,22050218
AAPL,2017-01-24 00:00:00+00:00,28.4019568224,28.432733303,28.2906880076,28.3025251156,92844152,119.97,0.0,120.1,119.5,119.55,1.0,23211038
AAPL,2017-01-25 00:00:00+00:00,28.8541343462,28.9062176212,28.4753468917,28.5084907939,130346692,121.88,0.0,122.1,120.28,120.42,1.0,32586673
AAPL,2017-01-26 00:00:00+00:00,28.8683388757,28.9867099552,28.7878465416,28.8044184928,105350304,121.94,0.0,122.44,121.6,121.67,1.0,26337576
AAPL,2017-01-27 00:00:00+00:00,28.8707062973,28.9654031609,28.7878465416,28.9156873075,82251776,121.95,0.0,122.35,121.6,122.14,1.0,20562944
AAPL,2017-01-30 00:00:00+00:00,28.7949488064,28.7949488064,28.5653089121,28.6292292951,121510012,121.63,0.0,121.63,120.66,120.93,1.0,30377503
AAPL,2017-01-31 00:00:00+00:00,28.7286610019,28.7381306882,28.5558392258,28.6813125701,196803972,121.35,0.0,121.39,120.62,121.15,1.0,49200993
AAPL,2017-02-01 00:00:00+00:00,30.4805529789,30.8924843357,30.0686216221,30.0733564653,447940160,128.75,0.0,130.49,127.01,127.03,1.0,111985040
AAPL,2017-02-02 00:00:00+00:00,30.4284697039,30.6320679607,30.2509130846,30.2970778056,134841644,128.53,0.0,129.39,127.78,127.975,1.0,33710411
AAPL,2017-02-03 00:00:00+00:00,30.5586778914,30.5847195289,30.3408751051,30.3763864289,98029204,129.08,0.0,129.19,128.16,128.31,1.0,24507301
AAPL,2017-02-06 00:00:00+00:00,30.8451359039,30.8948517573,30.5160643028,30.5705149994,107383696,130.29,0.0,130.5,128.9,129.13,1.0,26845924
AAPL,2017-02-07 00:00:00+00:00,31.1386961811,31.2712717902,30.8830146493,30.9043214436,152735364,131.53,0.0,132.09,130.45,130.54,1.0,38183841
AAPL,2017-02-08 00:00:00+00:00,31.2594346822,31.3020482708,31.0653061118,31.0960825925,92016288,132.04,0.0,132.22,131.22,131.35,1.0,23004072
AAPL,2017-02-09 00:00:00+00:00,31.4843397333,31.4902837636,31.1752501573,31.3012635999,113399436,132.42,0.57,132.445,131.12,131.65,1.0,28349859
AAPL,2017-02-10 00:00:00+00:00,31.4130113696,31.6079755637,31.3963680848,31.4938501818,80261832,132.12,0.0,132.94,132.05,132.46,1.0,20065458
AAPL,2017-02-13 00:00:00+00:00,31.691191988,31.8172054306,31.5628009334,31.6412621334,92141684,133.29,0.0,133.82,132.75,133.08,1.0,23035421
AAPL,2017-02-14 00:00:00+00:00,32.1025188853,32.1191621702,31.6816815395,31.7339890062,132904892,135.02,0.0,135.09,133.25,133.47,1.0,33226223
AAPL,2017-02-15 00:00:00+00:00,32.2190218793,32.3997204007,32.0074144004,32.2213994915,142492400,135.51,0.0,136.27,134.62,135.52,1.0,35623100
AAPL,2017-02-16 00:00:00+00:00,32.1797912793,32.3117487521,32.0596743149,32.2570636733,90338220,135.345,0.0,135.9,134.8398,135.67,1.0,22584555
AAPL,2017-02-17 00:00:00+00:00,32.2689517339,32.2951054673,32.1215397823,32.1215397823,88792788,135.72,0.0,135.83,135.1,135.1,1.0,22198197
AAPL,2017-02-21 00:00:00+00:00,32.501957722,32.5138457826,32.3307696491,32.3902099522,98028624,136.7,0.0,136.75,135.98,136.23,1.0,24507156
AAPL,2017-02-22 00:00:00+00:00,32.599439819,32.6018174312,32.3616786067,32.4377621947,83347728,137.11,0.0,137.12,136.11,136.43,1.0,20836932
AAPL,2017-02-23 00:00:00+00:00,32.4615383159,32.6874114676,32.4068532371,32.6636353464,83152744,136.53,0.0,137.48,136.3,137.38,1.0,20788186
AAPL,2017-02-24 00:00:00+00:00,32.4924472735,32.4924472735,32.1643368005,32.3141263643,87106340,136.66,0.0,136.66,135.28,135.91,1.0,21776585
AAPL,2017-02-27 00:00:00+00:00,32.5566428008,32.676712213,32.4020980128,32.6065726554,81029704,136.93,0.0,137.435,136.28,137.14,1.0,20257426
AAPL,2017-02-28 00:00:00+00:00,32.5709084736,32.676712213,32.501957722,32.5923069827,93931440,136.99,0.0,137.435,136.7,137.08,1.0,23482860
AAPL,2017-03-01 00:00:00+00:00,33.236639868,33.3222339044,32.714754007,32.7848935646,145658340,139.79,0.0,140.15,137.595,137.89,1.0,36414585
AAPL,2017-03-02 00:00:00+00:00,33.0392980618,33.3528099963,32.9917458193,33.2865697226,104843936,138.96,0.0,140.2786,138.76,140.0,1.0,26210984
AAPL,2017-03-03 00:00:00+00:00,33.2342622559,33.2461503165,32.9513264132,32.9965010436,86284484,139.78,0.0,139.83,138.59,138.78,1.0,21571121
AAPL,2017-03-06 00:00:00+00:00,33.1296473225,33.2318846438,32.9527292044,33.1355913528,87000176,139.34,0.0,139.77,138.5959,139.365,1.0,21750044
AAPL,2017-03-07 00:00:00+00:00,33.1724443407,33.2818144983,32.9988786557,33.063074183,69785188,139.52,0.0,139.98,138.79,139.06,1.0,17446297
AAPL,2017-03-08 00:00:00+00:00,33.0488085103,33.2390174801,33.0060114921,33.0369204497,74828944,139.0,0.0,139.8,138.82,138.95,1.0,18707236
AAPL,2017-03-09 00:00:00+00:00,32.9727249223,32.9988786557,32.5851741463,32.9869905951,88623616,138.68,0.0,138.79,137.05,138.74,1.0,22155904
AAPL,2017-03-10 00:00:00+00:00,33.08209508,33.1337130392,32.9632144739,33.1082488134,78451204,139.14,0.0,139.3571,138.64,139.25,1.0,19612801
AAPL,2017-03-13 00:00:00+00:00,33.0963607527,33.1510458316,33.0060114921,33.0131443284,69686868,139.2,0.0,139.43,138.82,138.85,1.0,17421717
AAPL,2017-03-14 00:00:00+00:00,33.0464308982,33.2033532983,33.0107667163,33.120136874,61236260,138.99,0.0,139.65,138.84,139.3,1.0,15309065
AAPL,2017-03-15 00:00:00+00:00,33.3959398803,33.4649144079,33.0547525406,33.1462906073,102767096,140.46,0.0,140.7501,139.025,139.41,1.0,25691774
AAPL,2017-03-16 00:00:00+00:00,33.4506249591,33.5290861591,33.3483876378,33.4577577955,76927992,140.69,0.0,141.02,140.26,140.72,1.0,19231998
AAPL,2017-03-17 00:00:00+00:00,33.2841921105,33.5243309349,33.2604159892,33.5243309349,175539808,139.99,0.0,141.0,139.89,141.0,1.0,43884952
AAPL,2017-03-20 00:00:00+00:00,33.6337010926,33.643211541,33.3412548014,33.3816742075,86168152,141.46,0.0,141.5,140.23,140.4,1.0,21542038
AAPL,2017-03-21 00:00:00+00:00,33.2485279286,33.952301117,33.2223741953,33.7882458806,158119648,139.84,0.0,142.8,139.73,142.11,1.0,39529912
AAPL,2017-03-22 00:00:00+00:00,33.6241906441,33.6669876623,33.2295070316,33.2497167347,103440660,141.42,0.0,141.6,139.76,139.845,1.0,25860165
AAPL,2017-03-23 00:00:00+00:00,33.5053100379,33.6632785874,33.4316040621,33.5861488501,81385204,140.92,0.0,141.5844,140.61,141.26,1.0,20346301
AAPL,2017-03-24 00:00:00+00:00,33.4387368985,33.700274232,33.3697861469,33.643211541,89582252,140.64,0.0,141.74,140.35,141.5,1.0,22395563
AAPL,2017-03-27 00:00:00+00:00,33.4957995894,33.5766384016,32.9584592496,33.1415353831,94300376,140.88,0.0,141.22,138.62,139.39,1.0,23575094
AAPL,2017-03-28 00:00:00+00:00,34.1900623293,34.2471250203,33.4339816742,33.5029324258,133499220,143.8,0.0,144.04,140.62,140.91,1.0,33374805
AAPL,2017-03-29 00:00:00+00:00,34.2661459173,34.3541175658,34.0450279898,34.1615309839,116759820,144.12,0.0,144.49,143.19,143.68,1.0,29189955
AAPL,2017-03-30 00:00:00+00:00,34.2209712869,34.356495178,34.1187339657,34.2827892021,84829008,143.93,0.0,144.5,143.5,144.19,1.0,21207252
AAPL,2017-03-31 00:00:00+00:00,34.1567757596,34.3018100991,34.0022309716,34.1710414324,78646604,143.66,0.0,144.27,143.01,143.72,1.0,19661651
AAPL,2017-04-03 00:00:00+00:00,34.1662862081,34.2661459173,34.0117414201,34.1686638202,79942856,143.7,0.0,144.12,143.05,143.71,1.0,19985714
AAPL,2017-04-04 00:00:00+00:00,34.4206907053,34.4492220508,34.0402727656,34.0592936626,79565416,144.77,0.0,144.89,143.17,143.25,1.0,19891354
AAPL,2017-04-05 00:00:00+00:00,34.2423697961,34.5847459418,34.1924399415,34.2899220385,110871416,144.02,0.0,145.46,143.81,144.22,1.0,27717854
AAPL,2017-04-06 00:00:00+00:00,34.1567757596,34.3612504022,34.106845905,34.3065653234,84596136,143.66,0.0,144.52,143.45,144.29,1.0,21149034
AAPL,2017-04-07 00:00:00+00:00,34.0806921717,34.28041159,34.0640488868,34.1734190445,66634172,143.34,0.0,144.18,143.27,143.73,1.0,16658543
AAPL,2017-04-10 00:00:00+00:00,34.0402727656,34.2088930174,33.9760772383,34.1425100869,75733588,143.17,0.0,143.8792,142.9,143.6,1.0,18933397
AAPL,2017-04-11 00:00:00+00:00,33.6741204986,34.0830697838,33.3008353953,33.9855876868,121517504,141.63,0.0,143.35,140.06,142.94,1.0,30379376
AAPL,2017-04-12 00:00:00+00:00,33.7145399047,33.797756329,33.526708547,33.6669876623,81400000,141.8,0.0,142.15,141.01,141.6,1.0,20350000
AAPL,2017-04-13 00:00:00+00:00,33.5362189955,33.8524414079,33.5362189955,33.7406936381,71291520,141.05,0.0,142.38,141.05,141.91,1.0,17822880
AAPL,2017-04-17 00:00:00+00:00,33.7216727411,33.7335608017,33.4934219773,33.6384563168,66328376,141.83,0.0,141.88,140.87,141.48,1.0,16582094
AAPL,2017-04-18 00:00:00+00:00,33.5718831774,33.7716025957,33.5504846682,33.6218130319,58790176,141.2,0.0,142.04,141.11,141.41,1.0,14697544
AAPL,2017-04-19 00:00:00+00:00,33.448247347,33.7620921472,33.3935622681,33.7335608017,69313500,140.68,0.0,142.0,140.45,141.88,1.0,17328375
AAPL,2017-04-20 00:00:00+00:00,33.8667070806,33.9808324625,33.5623727289,33.5766384016,93278248,142.44,0.0,142.92,141.16,141.22,1.0,23319562
AAPL,2017-04-21 00:00:00+00:00,33.8262876745,33.9237697716,33.7264279654,33.8667070806,69283712,142.27,0.0,142.68,141.85,142.44,1.0,17320928
AAPL,2017-04-24 00:00:00+00:00,34.1520205354,34.2257265112,34.0426503777,34.1187339657,68466396,143.64,0.0,143.95,143.18,143.5,1.0,17116599
AAPL,2017-04-25 00:00:00+00:00,34.3636280143,34.4515996629,34.2067056142,34.2162160627,72865888,144.53,0.0,144.9,143.87,143.91,1.0,18216472
